Filename,Rank,Sample,Unit,Type,Annealed,Probe #,P2O5,Na2O,SiO2,Al2O3,K2O,SO3,MnO,FeO,CaO,Cl,MgO,F ,Total,,P apfu,Na apfu,Si apfu,S apfu,Mn apfu,Fe apfu,Ca apfu,Cl apfu,Mg apfu,F apfu,est OH apfu,,O=F,O=Cl,,Corrected Total,Est OH (wt.%),Net Corrected Total
201208_ZAp_QVCZRC001_QVC058_1_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Feb,40.72,0.13,0.86,-0.01,0.01,0.14,0.35,0.11,52.45,1.76,0.04,1.27,97.84,,5.67,0.04,0.14,0.02,0.05,0.02,9.24,0.49,0.01,0.66,0.85,,0.53,0.4,,96.91,1.47,98.38
201208_ZAp_QVCZRC001_QVC058_3_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Jan,36.57,-0.02,5.57,-0.01,-0.02,0.32,0.33,0.16,45.5,1.79,0.04,1.13,91.42,,5.34,-0.01,0.96,0.04,0.05,0.02,8.4,0.52,0.01,0.62,0.86,,0.48,0.4,,90.54,1.52,92.06
201208_ZAp_QVCZRC001_QVC058_3_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Feb,38.29,0.04,3.63,-0.02,0,0.23,0.17,0.06,47.52,1.77,0.03,1.09,92.84,,5.53,0.01,0.62,0.03,0.02,0.01,8.69,0.51,0.01,0.59,0.9,,0.46,0.4,,91.98,1.58,93.56
201208_ZAp_QVCZRC001_QVC058_5_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Jan,43.22,0.16,0.23,0,-0.01,0.15,0.16,0.16,53.42,1.87,0.06,1.56,100.99,,5.79,0.05,0.04,0.02,0.02,0.02,9.05,0.5,0.01,0.78,0.72,,0.66,0.42,,99.91,1.26,101.17
201208_ZAp_QVCZRC001_QVC058_7_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Feb,42.89,0.16,0.21,-0.05,-0.01,0.24,0.73,0.76,52.43,1.57,0.24,2.01,101.24,,5.72,0.05,0.03,0.03,0.1,0.1,8.85,0.42,0.06,1,0.58,,0.85,0.35,,100.04,1.02,101.06
201208_ZAp_QVCZRC001_QVC058_8_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Jan,40.14,0.21,2.01,1.11,0.11,0.27,0.29,0.33,52.14,0.79,0.11,1.36,98.87,,5.52,0.07,0.33,0.03,0.04,0.04,9.07,0.22,0.03,0.7,1.08,,0.57,0.18,,98.12,1.88,100
201208_ZAp_QVCZRC001_QVC058_8_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Mar,40.11,0.33,1.02,0.02,-0.05,0.69,0.13,0.34,50.99,2.11,0.05,1.49,97.28,,5.58,0.11,0.17,0.09,0.02,0.05,8.97,0.59,0.01,0.77,0.64,,0.63,0.48,,96.18,1.12,97.3
201208_ZAp_QVCZRC001_QVC083_11_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,No,01-Jan,42.82,0.08,0.46,-0.01,0.01,0.09,0.08,0.26,53.35,1.23,0.11,2.37,100.87,,5.7,0.02,0.07,0.01,0.01,0.03,8.99,0.33,0.03,1.18,0.49,,1,0.28,,99.59,0.87,100.47
201208_ZAp_QVCZRC001_QVC083_1_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,No,01-Jan,39.12,0.3,4.64,0.33,0.38,0.14,0.05,-0.02,49.42,1.48,0.03,1.89,97.81,,5.34,0.09,0.75,0.02,0.01,0,8.54,0.4,0.01,0.96,0.63,,0.8,0.33,,96.68,1.12,97.8
201208_ZAp_QVCZRC001_QVC083_3_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,No,01-Feb,33.08,0.11,13.13,-0.06,0,0,0.16,0.07,41.1,1.89,0.06,1.2,90.82,,4.74,0.04,2.22,0,0.02,0.01,7.46,0.54,0.02,0.64,0.81,,0.51,0.43,,89.89,1.48,91.37
201208_ZAp_QVCZRC001_QVC083_3_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,No,01-Mar,32.81,0.01,12.68,-0.02,-0.02,0.05,0.13,0.19,41.11,1.94,0.05,1.12,90.08,,4.75,0,2.17,0.01,0.02,0.03,7.54,0.56,0.01,0.61,0.83,,0.47,0.44,,89.17,1.5,90.67
201208_ZAp_QVCZRC001_QVC083_5_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,No,01-Jan,41.68,0.12,1.48,-0.06,-0.01,0.17,0.12,0.31,52.42,1.15,0.05,2.41,99.9,,5.59,0.04,0.23,0.02,0.02,0.04,8.9,0.31,0.01,1.21,0.48,,1.01,0.26,,98.63,0.86,99.48
201208_ZAp_QVCZRC001_QVC083_5_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,No,01-Mar,41.77,0.07,1.6,-0.03,0.06,0.13,0.21,0.12,52.21,1.19,0.05,2.35,99.78,,5.61,0.02,0.25,0.02,0.03,0.02,8.87,0.32,0.01,1.18,0.5,,0.99,0.27,,98.52,0.89,99.41
201208_ZAp_QVCZRC001_QVC083_6_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,No,01-Jan,42.64,0.2,0.42,-0.02,0.02,0.2,0.11,0,53.72,1.95,-0.01,2.12,101.37,,5.66,0.06,0.07,0.02,0.01,0,9.03,0.52,0,1.05,0.43,,0.89,0.44,,100.04,0.76,100.8
201208_ZAp_QVCZRC001_QVC083_6_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,No,01-Feb,42.18,0.26,0.32,-0.03,-0.02,0.36,0.16,0.2,53.13,2.07,0.01,2.07,100.76,,5.64,0.08,0.05,0.04,0.02,0.03,9,0.55,0,1.03,0.41,,0.87,0.47,,99.42,0.73,100.15
201208_ZAp_QVCZRC001_QVC083_7_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,No,01-Jan,42.67,0.08,0.78,-0.03,-0.02,0.06,0.22,0.26,52.91,1.37,0.12,2.4,100.87,,5.67,0.02,0.12,0.01,0.03,0.03,8.9,0.36,0.03,1.19,0.44,,1.01,0.31,,99.55,0.79,100.34
201208_ZAp_QVCZRC001_QVC083_7_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,No,01-Feb,42.28,0.07,1.12,0,0,0.07,0.14,0.35,52.49,1.38,0.1,2.4,100.4,,5.64,0.02,0.18,0.01,0.02,0.05,8.86,0.37,0.02,1.2,0.44,,1.01,0.31,,99.08,0.77,99.85
201208_ZAp_QVCZRC001_QVC083_8_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,No,01-Jan,40.25,0.21,2.17,0,0.01,0.21,0.06,0.19,51.8,1.5,0.07,2.28,98.74,,5.47,0.07,0.35,0.03,0.01,0.03,8.91,0.41,0.02,1.16,0.43,,0.96,0.34,,97.44,0.77,98.21
201208_ZAp_QVCZRC001_QVC083_8_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,No,01-Feb,37.45,0.1,3.3,-0.01,0.07,0.24,0.19,0.27,47.39,1.4,0.05,2.07,92.52,,5.4,0.03,0.56,0.03,0.03,0.04,8.65,0.4,0.01,1.12,0.48,,0.87,0.32,,91.33,0.85,92.19
201209_ZAp_QVC029_1_Qti,13,QVC029,Late Porphyry,Inclusion,No,01-Jan,41.62,0.1,3.2,-0.01,0.03,0.21,0.21,-0.01,50.88,0.8,0.05,1.49,98.58,,5.65,0.03,0.51,0.03,0.03,0,8.74,0.22,0.01,0.76,1.03,,0.63,0.18,,97.77,1.81,99.58
201209_ZAp_QVC029_1_Qti,13,QVC029,Late Porphyry,Inclusion,No,01-Feb,40.55,0.16,3.17,-0.02,-0.05,0.32,0.04,0.14,50.28,0.88,0.02,1.47,97.01,,5.6,0.05,0.52,0.04,0.01,0.02,8.79,0.24,0,0.76,1,,0.62,0.2,,96.19,1.75,97.95
201209_ZAp_QVC029_2_Qti,13,QVC029,Late Porphyry,Inclusion,No,01-Jan,40.65,0.13,1.05,-0.01,0.06,0.21,0.08,0.09,52.47,0.91,0.07,1.46,97.18,,5.68,0.04,0.17,0.03,0.01,0.01,9.28,0.25,0.02,0.76,0.98,,0.61,0.21,,96.36,1.7,98.06
201209_ZAp_QVC029_2_Qti,13,QVC029,Late Porphyry,Inclusion,No,01-Feb,40.88,0.14,1.43,-0.02,0.04,0.25,0.31,0.02,52.57,0.89,0.05,1.4,98,,5.67,0.04,0.23,0.03,0.04,0,9.22,0.25,0.01,0.72,1.03,,0.59,0.2,,97.21,1.78,98.99
201209_ZAp_QVC029_2_Qti,13,QVC029,Late Porphyry,Inclusion,No,01-Mar,40.67,0.06,1.72,-0.05,-0.02,0.07,0.21,0,51.57,0.89,0.06,1.45,96.7,,5.69,0.02,0.28,0.01,0.03,0,9.13,0.25,0.01,0.76,0.99,,0.61,0.2,,95.89,1.73,97.62
201209_ZAp_QVC029_2_Qti,13,QVC029,Late Porphyry,Inclusion,No,01-Apr,40.35,0.05,2.16,0.02,0,0.09,0.18,0.22,52.13,0.51,0.05,1.75,97.52,,5.59,0.02,0.35,0.01,0.02,0.03,9.15,0.14,0.01,0.91,0.95,,0.74,0.12,,96.67,1.66,98.33
201209_ZAp_QVC040_2_Qti,14,QVC040,Dacite Dyke,Inclusion,No,01-Jan,42.01,0.36,0.88,0.01,0.03,0.95,0.23,0.26,51.76,1.36,0.06,1.26,99.17,,5.72,0.11,0.14,0.11,0.03,0.03,8.92,0.37,0.01,0.64,0.99,,0.53,0.31,,98.33,1.72,100.06
201209_ZAp_QVC040_2_Qti,14,QVC040,Dacite Dyke,Inclusion,No,01-Feb,42.11,0.2,1.46,-0.03,0,0.53,0.24,0.16,52.56,1.23,0.07,1.27,99.83,,5.7,0.06,0.23,0.06,0.03,0.02,9.01,0.33,0.02,0.64,1.02,,0.53,0.28,,99.02,1.78,100.8
201209_ZAp_QVC040_2_Qti,14,QVC040,Dacite Dyke,Inclusion,No,01-Mar,41.31,0.17,2.05,0.01,-0.02,0.36,0.22,0.05,51.47,1.24,0.04,1.21,98.12,,5.68,0.05,0.33,0.04,0.03,0.01,8.96,0.34,0.01,0.62,1.04,,0.51,0.28,,97.33,1.81,99.14
201209_ZAp_QVC040_2_Qti,14,QVC040,Dacite Dyke,Inclusion,No,01-Apr,35.95,-0.03,6.93,0.03,-0.01,0.07,0.11,0.19,44.36,1.05,0.05,1.07,89.82,,5.32,-0.01,1.21,0.01,0.02,0.03,8.3,0.31,0.01,0.59,1.1,,0.45,0.24,,89.13,1.94,91.08
210517_QVCZMI05_082_ZAp_01_Qti,3,QVC082,Toquepala Granodiorite,Semi-Inclusion,NA,01-Jan,43.68,0.05,0.22,-0.02,-0.06,0.01,0.22,-0.06,55.36,0.6,0.02,3.34,103.5,,5.64,0.01,0.03,0,0.03,-0.01,9.04,0.16,0,1.61,0.23,,1.41,0.14,,101.96,0.42,102.38
210517_QVCZMI05_082_ZAp_01_Qti,3,QVC082,Toquepala Granodiorite,Semi-Inclusion,NA,01-Feb,43.82,0.08,0.14,-0.06,-0.04,0.04,0,0.02,55.46,1,0.03,3.01,103.6,,5.66,0.02,0.02,0,0,0,9.07,0.26,0.01,1.45,0.29,,1.27,0.23,,102.11,0.51,102.62
210517_QVCZMI05_082_ZAp_01_Qti,3,QVC082,Toquepala Granodiorite,Semi-Inclusion,NA,01-Mar,43.68,0.02,0.14,-0.02,-0.02,0.04,-0.12,0.08,54.99,0.81,0,3.02,102.78,,5.69,0.01,0.02,0,-0.02,0.01,9.06,0.21,0,1.47,0.32,,1.27,0.18,,101.33,0.57,101.9
210517_QVCZMI05_082_ZAp_03_Qti,3,QVC082,Toquepala Granodiorite,Inclusion,Yes,01-Jan,44.54,0.03,0.17,0.01,-0.01,-0.03,-0.02,0.02,55.44,0.92,0.02,3,104.16,,5.71,0.01,0.03,0,0,0,9,0.24,0,1.44,0.33,,1.26,0.21,,102.69,0.58,103.27
210517_QVCZMI05_082_ZAp_03_Qti,3,QVC082,Toquepala Granodiorite,Inclusion,Yes,01-Feb,44.09,0.04,0.13,-0.02,-0.01,0.02,-0.05,0.03,54.77,0.85,0,3.08,103.01,,5.71,0.01,0.02,0,-0.01,0,8.97,0.22,0,1.49,0.29,,1.3,0.19,,101.52,0.52,102.04
210517_QVCZMI05_082_ZAp_03_Qti,3,QVC082,Toquepala Granodiorite,Inclusion,Yes,01-Mar,44.12,0.04,0.18,0.02,-0.03,-0.01,0.04,0.24,54.88,0.8,0.01,3.06,103.41,,5.7,0.01,0.03,0,0.01,0.03,8.97,0.21,0,1.48,0.32,,1.29,0.18,,101.94,0.57,102.51
210517_QVCZMI05_082_ZAp_04_Qti,3,QVC082,Toquepala Granodiorite,Inclusion,Yes,01-Jan,44.21,0.01,0.16,-0.01,0.03,0.02,-0.06,-0.02,55.02,0.86,0.01,2.91,103.23,,5.72,0,0.02,0,-0.01,0,9.01,0.22,0,1.41,0.37,,1.23,0.19,,101.81,0.66,102.47
210517_QVCZMI05_082_ZAp_04_Qti,3,QVC082,Toquepala Granodiorite,Inclusion,Yes,01-Feb,44.4,0.07,0.16,0,-0.01,0.01,0.09,-0.01,54.72,0.86,-0.01,2.89,103.2,,5.74,0.02,0.02,0,0.01,0,8.96,0.22,0,1.4,0.38,,1.22,0.19,,101.79,0.68,102.47
210517_QVCZMI05_082_ZAp_04_Qti,3,QVC082,Toquepala Granodiorite,Inclusion,Yes,01-Mar,44.03,0.05,0.23,-0.01,0.03,0.01,0.07,0.04,54.3,0.85,-0.02,2.89,102.5,,5.73,0.01,0.04,0,0.01,0.01,8.95,0.22,0,1.41,0.37,,1.22,0.19,,101.09,0.67,101.76
210517_QVCZMI05_082_ZAp_04_Qti,3,QVC082,Toquepala Granodiorite,Inclusion,Yes,01-Apr,44.66,0.06,0.14,0.04,0.06,0.03,0.1,-0.11,54.88,0.81,0,3.14,103.91,,5.72,0.02,0.02,0,0.01,-0.01,8.9,0.21,0,1.5,0.29,,1.32,0.18,,102.41,0.52,102.92
210517_QVCZMI05_082_ZAp_05_Qti,3,QVC082,Toquepala Granodiorite,Inclusion,Yes,01-Jan,44.01,0.05,0.21,-0.03,0.07,0.01,0.07,0.13,53.8,0.89,0.04,2.87,102.15,,5.75,0.01,0.03,0,0.01,0.02,8.89,0.23,0.01,1.4,0.37,,1.21,0.2,,100.74,0.66,101.4
210517_QVCZMI05_082_ZAp_05_Qti,3,QVC082,Toquepala Granodiorite,Inclusion,Yes,01-Feb,43.42,0.02,0.22,0.01,0.02,-0.01,0,-0.05,54.67,0.92,0.05,2.87,102.2,,5.69,0.01,0.03,0,0,-0.01,9.06,0.24,0.01,1.4,0.35,,1.21,0.21,,100.78,0.63,101.42
210517_QVCZMI05_082_ZAp_05_Qti,3,QVC082,Toquepala Granodiorite,Semi-Inclusion,NA,01-Mar,44,0.02,0.13,0.01,-0.04,0.02,-0.07,-0.04,54.87,0.71,0.01,3.02,102.79,,5.72,0.01,0.02,0,-0.01,-0.01,9.02,0.18,0,1.47,0.35,,1.27,0.16,,101.36,0.62,101.98
210517_QVCZMI05_083_ZAp_01_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Jan,43.14,0.26,0.45,0.04,-0.03,0.14,0.29,0.27,52.39,1.88,0.06,1.9,100.81,,5.75,0.08,0.07,0.02,0.04,0.04,8.84,0.5,0.01,0.95,0.55,,0.8,0.42,,99.59,0.97,100.56
210517_QVCZMI05_083_ZAp_01_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Feb,43.36,0.35,0.49,-0.01,0.04,0.21,0.2,0.18,52.19,1.88,0.1,1.86,100.85,,5.77,0.11,0.08,0.02,0.03,0.02,8.79,0.5,0.02,0.92,0.57,,0.78,0.42,,99.64,1.02,100.66
210517_QVCZMI05_083_ZAp_01_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Mar,43.57,0.29,0.63,0.02,-0.02,0.07,0.15,0.31,52.85,1.95,0.06,1.96,101.87,,5.74,0.09,0.1,0.01,0.02,0.04,8.82,0.51,0.01,0.97,0.52,,0.83,0.44,,100.6,0.92,101.52
210517_QVCZMI05_083_ZAp_02_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Feb,39.92,0.1,2.83,-0.02,0,0.08,0.02,0.16,50.09,1.19,0.07,2.33,96.79,,5.5,0.03,0.46,0.01,0,0.02,8.73,0.33,0.02,1.2,0.47,,0.98,0.27,,95.54,0.84,96.38
210517_QVCZMI05_083_ZAp_02_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Mar,37.75,-0.06,6.02,0.01,0.04,0.08,0.13,0.48,45.53,1.09,0.09,2.11,93.33,,5.32,-0.02,1,0.01,0.02,0.07,8.13,0.31,0.02,1.11,0.58,,0.89,0.25,,92.2,1.05,93.24
210517_QVCZMI05_083_ZAp_03_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Jan,43.32,0.06,0.53,-0.02,0.02,0.09,0.21,0.22,52.83,1.5,0.03,2.08,100.89,,5.76,0.02,0.08,0.01,0.03,0.03,8.89,0.4,0.01,1.03,0.57,,0.88,0.34,,99.68,1,100.68
210517_QVCZMI05_083_ZAp_03_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Feb,43.52,0.1,0.35,0.02,-0.02,0.09,0.1,0.29,53.1,1.51,0.05,2.07,101.19,,5.77,0.03,0.05,0.01,0.01,0.04,8.92,0.4,0.01,1.03,0.57,,0.87,0.34,,99.98,1.01,100.99
210517_QVCZMI05_083_ZAp_05_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Jan,43.77,0.27,0.44,-0.02,0.01,0.05,0.09,0.23,51.81,1.82,0.11,2.18,100.76,,5.8,0.08,0.07,0.01,0.01,0.03,8.69,0.48,0.03,1.08,0.44,,0.92,0.41,,99.43,0.78,100.21
210517_QVCZMI05_083_ZAp_05_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Feb,35.82,0.09,5.16,-0.01,0,0.09,0.02,0.4,46.45,1.6,0.08,2.05,91.77,,5.2,0.03,0.88,0.01,0,0.06,8.53,0.46,0.02,1.11,0.42,,0.86,0.36,,90.55,0.76,91.3
210517_QVCZMI05_083_ZAp_09_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Jan,42.63,0.16,0.41,0,-0.01,0.08,0.06,0.1,54.55,2.21,0.09,2.35,102.64,,5.59,0.05,0.06,0.01,0.01,0.01,9.06,0.58,0.02,1.15,0.27,,0.99,0.5,,101.15,0.47,101.63
210517_QVCZMI05_083_ZAp_09_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Feb,40.84,0.13,1.94,-0.01,0.01,0.12,0.29,0.1,51.56,1.95,0.05,2.31,99.3,,5.51,0.04,0.31,0.01,0.04,0.01,8.8,0.53,0.01,1.16,0.31,,0.97,0.44,,97.89,0.55,98.44
210517_QVCZMI05_083_ZAp_10_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Jan,44.15,0.15,0.33,0.03,0.03,0.07,0.19,0.39,53.73,1.64,0.11,2.2,103.02,,5.75,0.04,0.05,0.01,0.02,0.05,8.86,0.43,0.03,1.07,0.5,,0.93,0.37,,101.72,0.89,102.61
210517_QVCZMI05_083_ZAp_10_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Feb,43.37,0.2,0.37,-0.01,-0.03,0.15,0.26,0.11,53.84,1.56,0.07,2.31,102.24,,5.7,0.06,0.06,0.02,0.03,0.01,8.95,0.41,0.02,1.13,0.46,,0.97,0.35,,100.92,0.81,101.72
210517_QVCZMI05_083_ZAp_11_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Feb,42.22,0.16,1.31,0.03,-0.01,0.15,0.08,0.34,51.58,1.11,0.11,1.98,99.07,,5.71,0.05,0.21,0.02,0.01,0.05,8.83,0.3,0.03,1,0.7,,0.83,0.25,,97.99,1.23,99.22
210517_QVCZMI05_083_ZAp_12_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Jan,43.73,0.03,0.45,0.02,0,0.09,-0.05,0.32,53.54,1.27,0.04,2.62,102.12,,5.72,0.01,0.07,0.01,-0.01,0.04,8.86,0.33,0.01,1.28,0.39,,1.1,0.29,,100.73,0.69,101.42
210517_QVCZMI05_083_ZAp_12_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Feb,43.85,0.07,0.48,-0.04,0.04,0.08,-0.03,0.25,53.62,1.15,0.03,2.45,102.02,,5.75,0.02,0.07,0.01,0,0.03,8.9,0.3,0.01,1.2,0.5,,1.03,0.26,,100.73,0.88,101.61
210517_QVCZMI05_083_ZAp_13_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Jan,38.12,0.2,4.27,0.03,0.03,0.1,0.14,0.25,45.61,1.51,0.14,1.91,92.31,,5.46,0.07,0.72,0.01,0.02,0.04,8.27,0.43,0.04,1.02,0.54,,0.8,0.34,,91.17,0.98,92.14
210517_QVCZMI05_083_ZAp_13_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Feb,40.62,0.21,1.99,0.04,0.01,0.06,0.14,0.26,46.03,1.55,0.08,2,92.99,,5.77,0.07,0.33,0.01,0.02,0.04,8.27,0.44,0.02,1.06,0.5,,0.84,0.35,,91.8,0.9,92.7
210517_QVCZMI05_083_ZAp_4_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Jan,37.87,-0.02,4.53,-0.01,0.08,0.16,0.12,0.22,47.25,1.22,0.1,2.17,93.72,,5.36,-0.01,0.76,0.02,0.02,0.03,8.46,0.35,0.02,1.15,0.51,,0.91,0.28,,92.53,0.91,93.44
210517_QVCZMI05_083_ZAp_4_Qti,4,QVC083,Toquepala Granodiorite,Inclusion,Yes,01-Feb,38.91,0.01,3.76,0.01,0,0.09,0.01,0.18,48.53,1.23,0.12,2.21,95.07,,5.44,0,0.62,0.01,0,0.02,8.58,0.34,0.03,1.15,0.5,,0.93,0.28,,93.86,0.9,94.76
210518_QVCZMI03_041_ZAp_01_Qti,15,QVC041,Dacite Dyke,Inclusion,Yes,01-Jan,43.45,0.15,0.28,-0.02,-0.02,0.34,0.31,0.16,54.02,0.64,0.03,2.31,101.69,,5.74,0.05,0.04,0.04,0.04,0.02,9.04,0.17,0.01,1.14,0.69,,0.97,0.14,,100.57,1.22,101.79
210518_QVCZMI03_041_ZAp_01_Qti,15,QVC041,Dacite Dyke,Inclusion,Yes,01-Feb,44.06,0.07,0.37,-0.02,-0.03,0.14,0.37,0.18,53.96,0.65,0.09,2.34,102.24,,5.78,0.02,0.06,0.02,0.05,0.02,8.96,0.17,0.02,1.15,0.68,,0.99,0.15,,101.11,1.2,102.31
210518_QVCZMI03_041_ZAp_02_Qti,15,QVC041,Dacite Dyke,Inclusion,Yes,01-Jan,44.27,0.11,0.45,-0.01,-0.05,0.32,0.08,-0.01,54.4,0.75,0.03,1.92,102.34,,5.82,0.03,0.07,0.04,0.01,0,9.04,0.2,0.01,0.94,0.86,,0.81,0.17,,101.36,1.51,102.87
210518_QVCZMI03_041_ZAp_03_Qti,15,QVC041,Dacite Dyke,Inclusion,Yes,01-Jan,43.51,0.08,0.88,0.19,0.09,0.13,0.57,0.37,53.29,0.63,0.08,1.9,101.71,,5.77,0.02,0.14,0.02,0.08,0.05,8.94,0.17,0.02,0.94,0.89,,0.8,0.14,,100.77,1.56,102.33
210518_QVCZMI03_041_ZAp_03_Qti,15,QVC041,Dacite Dyke,Inclusion,Yes,01-Feb,42.34,0.08,1.11,0,0.01,0.71,0.41,0.21,52.22,1.88,0.06,1.12,100.16,,5.71,0.02,0.18,0.08,0.06,0.03,8.92,0.51,0.01,0.56,0.93,,0.47,0.42,,99.26,1.62,100.88
210518_QVCZMI05_074_ZAp_01_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Jan,43.39,0.04,0.61,0.02,0,-0.04,-0.16,0.1,53.03,0.87,0.12,2.35,100.53,,5.78,0.01,0.1,0,-0.02,0.01,8.94,0.23,0.03,1.17,0.6,,0.99,0.2,,99.34,1.06,100.41
210518_QVCZMI05_074_ZAp_02_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Jan,40.12,-0.04,3.14,0.01,0.04,0.03,0.01,0.17,50.5,0.28,0.12,3.13,97.54,,5.44,-0.01,0.5,0,0,0.02,8.67,0.08,0.03,1.59,0.34,,1.32,0.06,,96.16,0.61,96.77
210518_QVCZMI05_074_ZAp_02_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Feb,44.34,-0.04,0.61,0.03,0.02,0.09,0.02,0.17,53,0.28,0.11,3.45,102.12,,5.73,-0.01,0.09,0.01,0,0.02,8.67,0.07,0.03,1.67,0.26,,1.45,0.06,,100.6,0.47,101.08
210518_QVCZMI05_074_ZAp_03_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Jan,41.15,-0.02,2.25,-0.02,0.04,0.03,-0.08,0.52,50.39,0.84,0.03,2.91,98.16,,5.56,-0.01,0.36,0,-0.01,0.07,8.62,0.23,0.01,1.47,0.3,,1.23,0.19,,96.75,0.55,97.29
210518_QVCZMI05_074_ZAp_03_Qti,1,QVC074,Yarabamba Monzonite,Semi-Inclusion,Yes,01-Mar,43.63,0.01,0.49,0.02,0.02,0.02,-0.17,-0.04,52.27,0.89,-0.01,2.38,99.74,,5.83,0,0.08,0,-0.02,-0.01,8.85,0.24,0,1.19,0.57,,1,0.2,,98.54,1.02,99.56
210518_QVCZMI05_074_ZAp_03_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Apr,37.8,-0.16,6.57,0.45,-0.03,0.08,0.14,0.77,45.3,0.25,0.01,2.71,94.09,,5.25,-0.05,1.08,0.01,0.02,0.11,7.97,0.07,0,1.41,0.52,,1.14,0.06,,92.89,0.95,93.84
210518_QVCZMI05_074_ZAp_03_Qti,1,QVC074,Yarabamba Monzonite,Semi-Inclusion,Yes,01-May,43.84,0.02,0.43,0.04,0.03,0.02,-0.07,0.13,53.07,0.28,0,3.12,100.98,,5.76,0.01,0.07,0,-0.01,0.02,8.83,0.07,0,1.53,0.39,,1.31,0.06,,99.6,0.71,100.31
210518_QVCZMI05_074_ZAp_04_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Feb,39.84,-0.13,4.83,-0.02,0.02,0.02,0.1,0.1,46.31,0.6,0.04,2.68,94.55,,5.5,-0.04,0.79,0,0.01,0.01,8.1,0.17,0.01,1.38,0.45,,1.13,0.14,,93.29,0.82,94.11
210518_QVCZMI05_074_ZAp_05_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Jan,44.52,0.02,0.47,-0.02,-0.11,0.07,0.07,-0.01,53.15,0.47,0.04,3.35,102.16,,5.76,0.01,0.07,0.01,0.01,0,8.7,0.12,0.01,1.62,0.26,,1.41,0.11,,100.64,0.47,101.11
210518_QVCZMI05_074_ZAp_05_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Feb,42.13,0.02,1.49,0.15,0.03,0.08,0,-0.09,51.48,0.33,0.11,3.17,99,,5.63,0.01,0.24,0.01,0,-0.01,8.7,0.09,0.03,1.58,0.33,,1.33,0.07,,97.59,0.6,98.19
210518_QVCZMI05_074_ZAp_06_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Jan,37.49,-0.06,6.79,0.3,0.28,0.12,0.04,0.49,43.06,0.92,0.11,2.51,92.11,,5.29,-0.02,1.13,0.01,0.01,0.07,7.68,0.26,0.03,1.32,0.42,,1.06,0.21,,90.85,0.77,91.61
